asset_id,provenance_class,source_description,source_package,source_path,source_sha256,creator_or_origin,human_direction_or_contribution,third_party_dependency,licence_or_rights_basis,rights_evidence_path,production_clearance,lineage_notes
GG-EVIDENCE-SOURCE-EVIDENCE-FONTS-DISPLAY-V1-3-SOURCE-PACKAGE-SOURCE-NORMALIZED-GLYPHS-RGBA-8,FOUNDER_SUPPLIED_SOURCE_REFERENCE,Complete display font v1.3 source/provenance/previews.,GalacticGunners.zip,GalacticGunners/assets/fonts/GalacticGunnersDisplay_v1.3_PRODUCTION_COMPLETE/GalacticGunnersDisplay_v1.3_PRODUCTION/SOURCE/NORMALIZED_GLYPHS_RGBA/8.png,C4F695B3C95FAF553D8C4B4402AB01AA2BB03C082C2401A37673FE60C755D9F9,Founder Michael Leese / Inceptivec supplied project estate,"Founder selection, direction, supply and admission for Galactic Gunners project baseline.",NONE DECLARED IN SUPPLIED BASELINE,Founder project authority; commercial-use clearance classified for active production assets by this baseline.,assets/source_evidence/fonts/display_v1.3/source_package/OWNERSHIP_DECLARATION.md,REFERENCE_ONLY,No byte transformation performed during canonical placement; path/filename normalization only where recorded.
GG-EVIDENCE-SOURCE-EVIDENCE-FONTS-DISPLAY-V1-3-SOURCE-PACKAGE-SOURCE-NORMALIZED-GLYPHS-RGBA-9,FOUNDER_SUPPLIED_SOURCE_REFERENCE,Complete display font v1.3 source/provenance/previews.,GalacticGunners.zip,GalacticGunners/assets/fonts/GalacticGunnersDisplay_v1.3_PRODUCTION_COMPLETE/GalacticGunnersDisplay_v1.3_PRODUCTION/SOURCE/NORMALIZED_GLYPHS_RGBA/9.png,A1F21D15F05E8CA865A5C3CE0343D4F552926F838172605CBA6DF7F33A83FFBE,Founder Michael Leese / Inceptivec supplied project estate,"Founder selection, direction, supply and admission for Galactic Gunners project baseline.",NONE DECLARED IN SUPPLIED BASELINE,Founder project authority; commercial-use clearance classified for active production assets by this baseline.,assets/source_evidence/fonts/display_v1.3/source_package/OWNERSHIP_DECLARATION.md,REFERENCE_ONLY,No byte transformation performed during canonical placement; path/filename normalization only where recorded.
GG-EVIDENCE-SOURCE-EVIDENCE-FONTS-DISPLAY-V1-3-SOURCE-PACKAGE-SOURCE-NORMALIZED-GLYPHS-RGBA-A,FOUNDER_SUPPLIED_SOURCE_REFERENCE,Complete display font v1.3 source/provenance/previews.,GalacticGunners.zip,GalacticGunners/assets/fonts/GalacticGunnersDisplay_v1.3_PRODUCTION_COMPLETE/GalacticGunnersDisplay_v1.3_PRODUCTION/SOURCE/NORMALIZED_GLYPHS_RGBA/A.png,800ADB8740884CAEDC4A3023F7E8A38417FBC7C39A2C37F2AF830E855BE4D6E1,Founder Michael Leese / Inceptivec supplied project estate,"Founder selection, direction, supply and admission for Galactic Gunners project baseline.",NONE DECLARED IN SUPPLIED BASELINE,Founder project authority; commercial-use clearance classified for active production assets by this baseline.,assets/source_evidence/fonts/display_v1.3/source_package/OWNERSHIP_DECLARATION.md,REFERENCE_ONLY,No byte transformation performed during canonical placement; path/filename normalization only where recorded.
GG-EVIDENCE-SOURCE-EVIDENCE-FONTS-DISPLAY-V1-3-SOURCE-PACKAGE-SOURCE-NORMALIZED-GLYPHS-RGBA-B,FOUNDER_SUPPLIED_SOURCE_REFERENCE,Complete display font v1.3 source/provenance/previews.,GalacticGunners.zip,GalacticGunners/assets/fonts/GalacticGunnersDisplay_v1.3_PRODUCTION_COMPLETE/GalacticGunnersDisplay_v1.3_PRODUCTION/SOURCE/NORMALIZED_GLYPHS_RGBA/B.png,38E245F07906445B6C17B389151CFFEFA5139FAB6FD926C8E72635F97DC21B80,Founder Michael Leese / Inceptivec supplied project estate,"Founder selection, direction, supply and admission for Galactic Gunners project baseline.",NONE DECLARED IN SUPPLIED BASELINE,Founder project authority; commercial-use clearance classified for active production assets by this baseline.,assets/source_evidence/fonts/display_v1.3/source_package/OWNERSHIP_DECLARATION.md,REFERENCE_ONLY,No byte transformation performed during canonical placement; path/filename normalization only where recorded.
GG-EVIDENCE-SOURCE-EVIDENCE-FONTS-DISPLAY-V1-3-SOURCE-PACKAGE-SOURCE-NORMALIZED-GLYPHS-RGBA-C,FOUNDER_SUPPLIED_SOURCE_REFERENCE,Complete display font v1.3 source/provenance/previews.,GalacticGunners.zip,GalacticGunners/assets/fonts/GalacticGunnersDisplay_v1.3_PRODUCTION_COMPLETE/GalacticGunnersDisplay_v1.3_PRODUCTION/SOURCE/NORMALIZED_GLYPHS_RGBA/C.png,3DDC2BE19159D68745D1211B6CCBED19AEB11893236E1010EA2BE32D3F8264DA,Founder Michael Leese / Inceptivec supplied project estate,"Founder selection, direction, supply and admission for Galactic Gunners project baseline.",NONE DECLARED IN SUPPLIED BASELINE,Founder project authority; commercial-use clearance classified for active production assets by this baseline.,assets/source_evidence/fonts/display_v1.3/source_package/OWNERSHIP_DECLARATION.md,REFERENCE_ONLY,No byte transformation performed during canonical placement; path/filename normalization only where recorded.
GG-EVIDENCE-SOURCE-EVIDENCE-FONTS-DISPLAY-V1-3-SOURCE-PACKAGE-SOURCE-NORMALIZED-GLYPHS-RGBA-D,FOUNDER_SUPPLIED_SOURCE_REFERENCE,Complete display font v1.3 source/provenance/previews.,GalacticGunners.zip,GalacticGunners/assets/fonts/GalacticGunnersDisplay_v1.3_PRODUCTION_COMPLETE/GalacticGunnersDisplay_v1.3_PRODUCTION/SOURCE/NORMALIZED_GLYPHS_RGBA/D.png,AD1910ACC7566BACA201AD0912EFEE8BA240B2DF2D9F363ACA5F000311D0BB26,Founder Michael Leese / Inceptivec supplied project estate,"Founder selection, direction, supply and admission for Galactic Gunners project baseline.",NONE DECLARED IN SUPPLIED BASELINE,Founder project authority; commercial-use clearance classified for active production assets by this baseline.,assets/source_evidence/fonts/display_v1.3/source_package/OWNERSHIP_DECLARATION.md,REFERENCE_ONLY,No byte transformation performed during canonical placement; path/filename normalization only where recorded.
GG-EVIDENCE-SOURCE-EVIDENCE-FONTS-DISPLAY-V1-3-SOURCE-PACKAGE-SOURCE-NORMALIZED-GLYPHS-RGBA-E,FOUNDER_SUPPLIED_SOURCE_REFERENCE,Complete display font v1.3 source/provenance/previews.,GalacticGunners.zip,GalacticGunners/assets/fonts/GalacticGunnersDisplay_v1.3_PRODUCTION_COMPLETE/GalacticGunnersDisplay_v1.3_PRODUCTION/SOURCE/NORMALIZED_GLYPHS_RGBA/E.png,8854AB037E9E79B572560713F94676EBE6FF583CCB6ECFD5A0010DB26DD08D56,Founder Michael Leese / Inceptivec supplied project estate,"Founder selection, direction, supply and admission for Galactic Gunners project baseline.",NONE DECLARED IN SUPPLIED BASELINE,Founder project authority; commercial-use clearance classified for active production assets by this baseline.,assets/source_evidence/fonts/display_v1.3/source_package/OWNERSHIP_DECLARATION.md,REFERENCE_ONLY,No byte transformation performed during canonical placement; path/filename normalization only where recorded.
GG-EVIDENCE-SOURCE-EVIDENCE-FONTS-DISPLAY-V1-3-SOURCE-PACKAGE-SOURCE-NORMALIZED-GLYPHS-RGBA-F,FOUNDER_SUPPLIED_SOURCE_REFERENCE,Complete display font v1.3 source/provenance/previews.,GalacticGunners.zip,GalacticGunners/assets/fonts/GalacticGunnersDisplay_v1.3_PRODUCTION_COMPLETE/GalacticGunnersDisplay_v1.3_PRODUCTION/SOURCE/NORMALIZED_GLYPHS_RGBA/F.png,88F8292069172C7E619A173F014F0E114129954CBFF2927755853D05E49DEA7C,Founder Michael Leese / Inceptivec supplied project estate,"Founder selection, direction, supply and admission for Galactic Gunners project baseline.",NONE DECLARED IN SUPPLIED BASELINE,Founder project authority; commercial-use clearance classified for active production assets by this baseline.,assets/source_evidence/fonts/display_v1.3/source_package/OWNERSHIP_DECLARATION.md,REFERENCE_ONLY,No byte transformation performed during canonical placement; path/filename normalization only where recorded.
GG-EVIDENCE-SOURCE-EVIDENCE-FONTS-DISPLAY-V1-3-SOURCE-PACKAGE-SOURCE-NORMALIZED-GLYPHS-RGBA-G,FOUNDER_SUPPLIED_SOURCE_REFERENCE,Complete display font v1.3 source/provenance/previews.,GalacticGunners.zip,GalacticGunners/assets/fonts/GalacticGunnersDisplay_v1.3_PRODUCTION_COMPLETE/GalacticGunnersDisplay_v1.3_PRODUCTION/SOURCE/NORMALIZED_GLYPHS_RGBA/G.png,94661DD5DC1CEE04B4BAB123A2E8225640D3A13E2590B06B82B302B4D030F8F3,Founder Michael Leese / Inceptivec supplied project estate,"Founder selection, direction, supply and admission for Galactic Gunners project baseline.",NONE DECLARED IN SUPPLIED BASELINE,Founder project authority; commercial-use clearance classified for active production assets by this baseline.,assets/source_evidence/fonts/display_v1.3/source_package/OWNERSHIP_DECLARATION.md,REFERENCE_ONLY,No byte transformation performed during canonical placement; path/filename normalization only where recorded.
GG-EVIDENCE-SOURCE-EVIDENCE-FONTS-DISPLAY-V1-3-SOURCE-PACKAGE-SOURCE-NORMALIZED-GLYPHS-RGBA-H,FOUNDER_SUPPLIED_SOURCE_REFERENCE,Complete display font v1.3 source/provenance/previews.,GalacticGunners.zip,GalacticGunners/assets/fonts/GalacticGunnersDisplay_v1.3_PRODUCTION_COMPLETE/GalacticGunnersDisplay_v1.3_PRODUCTION/SOURCE/NORMALIZED_GLYPHS_RGBA/H.png,DA510B780BECA3CA484EE9F6B9C3B289BB82E4D614077207387D5CDC00B6D8E8,Founder Michael Leese / Inceptivec supplied project estate,"Founder selection, direction, supply and admission for Galactic Gunners project baseline.",NONE DECLARED IN SUPPLIED BASELINE,Founder project authority; commercial-use clearance classified for active production assets by this baseline.,assets/source_evidence/fonts/display_v1.3/source_package/OWNERSHIP_DECLARATION.md,REFERENCE_ONLY,No byte transformation performed during canonical placement; path/filename normalization only where recorded.
GG-EVIDENCE-SOURCE-EVIDENCE-FONTS-DISPLAY-V1-3-SOURCE-PACKAGE-SOURCE-NORMALIZED-GLYPHS-RGBA-I,FOUNDER_SUPPLIED_SOURCE_REFERENCE,Complete display font v1.3 source/provenance/previews.,GalacticGunners.zip,GalacticGunners/assets/fonts/GalacticGunnersDisplay_v1.3_PRODUCTION_COMPLETE/GalacticGunnersDisplay_v1.3_PRODUCTION/SOURCE/NORMALIZED_GLYPHS_RGBA/I.png,20FF2A7627D240D11FDDAE29FC849FDA7903C1D7B6DF0324E61CD509CCB47D57,Founder Michael Leese / Inceptivec supplied project estate,"Founder selection, direction, supply and admission for Galactic Gunners project baseline.",NONE DECLARED IN SUPPLIED BASELINE,Founder project authority; commercial-use clearance classified for active production assets by this baseline.,assets/source_evidence/fonts/display_v1.3/source_package/OWNERSHIP_DECLARATION.md,REFERENCE_ONLY,No byte transformation performed during canonical placement; path/filename normalization only where recorded.
GG-EVIDENCE-SOURCE-EVIDENCE-FONTS-DISPLAY-V1-3-SOURCE-PACKAGE-SOURCE-NORMALIZED-GLYPHS-RGBA-J,FOUNDER_SUPPLIED_SOURCE_REFERENCE,Complete display font v1.3 source/provenance/previews.,GalacticGunners.zip,GalacticGunners/assets/fonts/GalacticGunnersDisplay_v1.3_PRODUCTION_COMPLETE/GalacticGunnersDisplay_v1.3_PRODUCTION/SOURCE/NORMALIZED_GLYPHS_RGBA/J.png,3BE54E89D7869BBFDD729CA4BFDCFC6C1F14F42E2ECD3E6639F02B35E1EE7A5B,Founder Michael Leese / Inceptivec supplied project estate,"Founder selection, direction, supply and admission for Galactic Gunners project baseline.",NONE DECLARED IN SUPPLIED BASELINE,Founder project authority; commercial-use clearance classified for active production assets by this baseline.,assets/source_evidence/fonts/display_v1.3/source_package/OWNERSHIP_DECLARATION.md,REFERENCE_ONLY,No byte transformation performed during canonical placement; path/filename normalization only where recorded.
GG-EVIDENCE-SOURCE-EVIDENCE-FONTS-DISPLAY-V1-3-SOURCE-PACKAGE-SOURCE-NORMALIZED-GLYPHS-RGBA-K,FOUNDER_SUPPLIED_SOURCE_REFERENCE,Complete display font v1.3 source/provenance/previews.,GalacticGunners.zip,GalacticGunners/assets/fonts/GalacticGunnersDisplay_v1.3_PRODUCTION_COMPLETE/GalacticGunnersDisplay_v1.3_PRODUCTION/SOURCE/NORMALIZED_GLYPHS_RGBA/K.png,77C9DEE58B3BE147BFCC5CA7D9D2BFC1191B7F62E7D0EB622C1D40D089E9FB1A,Founder Michael Leese / Inceptivec supplied project estate,"Founder selection, direction, supply and admission for Galactic Gunners project baseline.",NONE DECLARED IN SUPPLIED BASELINE,Founder project authority; commercial-use clearance classified for active production assets by this baseline.,assets/source_evidence/fonts/display_v1.3/source_package/OWNERSHIP_DECLARATION.md,REFERENCE_ONLY,No byte transformation performed during canonical placement; path/filename normalization only where recorded.
GG-EVIDENCE-SOURCE-EVIDENCE-FONTS-DISPLAY-V1-3-SOURCE-PACKAGE-SOURCE-NORMALIZED-GLYPHS-RGBA-L,FOUNDER_SUPPLIED_SOURCE_REFERENCE,Complete display font v1.3 source/provenance/previews.,GalacticGunners.zip,GalacticGunners/assets/fonts/GalacticGunnersDisplay_v1.3_PRODUCTION_COMPLETE/GalacticGunnersDisplay_v1.3_PRODUCTION/SOURCE/NORMALIZED_GLYPHS_RGBA/L.png,C0133C3555AE2D6B67DC37627FFECE4EF7E0E5E514065737826CD130EF616F3E,Founder Michael Leese / Inceptivec supplied project estate,"Founder selection, direction, supply and admission for Galactic Gunners project baseline.",NONE DECLARED IN SUPPLIED BASELINE,Founder project authority; commercial-use clearance classified for active production assets by this baseline.,assets/source_evidence/fonts/display_v1.3/source_package/OWNERSHIP_DECLARATION.md,REFERENCE_ONLY,No byte transformation performed during canonical placement; path/filename normalization only where recorded.
GG-EVIDENCE-SOURCE-EVIDENCE-FONTS-DISPLAY-V1-3-SOURCE-PACKAGE-SOURCE-NORMALIZED-GLYPHS-RGBA-M,FOUNDER_SUPPLIED_SOURCE_REFERENCE,Complete display font v1.3 source/provenance/previews.,GalacticGunners.zip,GalacticGunners/assets/fonts/GalacticGunnersDisplay_v1.3_PRODUCTION_COMPLETE/GalacticGunnersDisplay_v1.3_PRODUCTION/SOURCE/NORMALIZED_GLYPHS_RGBA/M.png,41ADEF2337A7B0993FF50688576B9480C260CD0B3D9FA3FC22FB6F897C49731A,Founder Michael Leese / Inceptivec supplied project estate,"Founder selection, direction, supply and admission for Galactic Gunners project baseline.",NONE DECLARED IN SUPPLIED BASELINE,Founder project authority; commercial-use clearance classified for active production assets by this baseline.,assets/source_evidence/fonts/display_v1.3/source_package/OWNERSHIP_DECLARATION.md,REFERENCE_ONLY,No byte transformation performed during canonical placement; path/filename normalization only where recorded.
GG-EVIDENCE-SOURCE-EVIDENCE-FONTS-DISPLAY-V1-3-SOURCE-PACKAGE-SOURCE-NORMALIZED-GLYPHS-RGBA-N,FOUNDER_SUPPLIED_SOURCE_REFERENCE,Complete display font v1.3 source/provenance/previews.,GalacticGunners.zip,GalacticGunners/assets/fonts/GalacticGunnersDisplay_v1.3_PRODUCTION_COMPLETE/GalacticGunnersDisplay_v1.3_PRODUCTION/SOURCE/NORMALIZED_GLYPHS_RGBA/N.png,54BC165270820BECDCEC65F36A2B379BF3DA9A289B3E5081BB9CBD54C5911598,Founder Michael Leese / Inceptivec supplied project estate,"Founder selection, direction, supply and admission for Galactic Gunners project baseline.",NONE DECLARED IN SUPPLIED BASELINE,Founder project authority; commercial-use clearance classified for active production assets by this baseline.,assets/source_evidence/fonts/display_v1.3/source_package/OWNERSHIP_DECLARATION.md,REFERENCE_ONLY,No byte transformation performed during canonical placement; path/filename normalization only where recorded.
GG-EVIDENCE-SOURCE-EVIDENCE-FONTS-DISPLAY-V1-3-SOURCE-PACKAGE-SOURCE-NORMALIZED-GLYPHS-RGBA-O,FOUNDER_SUPPLIED_SOURCE_REFERENCE,Complete display font v1.3 source/provenance/previews.,GalacticGunners.zip,GalacticGunners/assets/fonts/GalacticGunnersDisplay_v1.3_PRODUCTION_COMPLETE/GalacticGunnersDisplay_v1.3_PRODUCTION/SOURCE/NORMALIZED_GLYPHS_RGBA/O.png,D481F25C397858A96BF411AD00008E07CAD3D37C7FD28FD1A872396151E0E936,Founder Michael Leese / Inceptivec supplied project estate,"Founder selection, direction, supply and admission for Galactic Gunners project baseline.",NONE DECLARED IN SUPPLIED BASELINE,Founder project authority; commercial-use clearance classified for active production assets by this baseline.,assets/source_evidence/fonts/display_v1.3/source_package/OWNERSHIP_DECLARATION.md,REFERENCE_ONLY,No byte transformation performed during canonical placement; path/filename normalization only where recorded.
GG-EVIDENCE-SOURCE-EVIDENCE-FONTS-DISPLAY-V1-3-SOURCE-PACKAGE-SOURCE-NORMALIZED-GLYPHS-RGBA-P,FOUNDER_SUPPLIED_SOURCE_REFERENCE,Complete display font v1.3 source/provenance/previews.,GalacticGunners.zip,GalacticGunners/assets/fonts/GalacticGunnersDisplay_v1.3_PRODUCTION_COMPLETE/GalacticGunnersDisplay_v1.3_PRODUCTION/SOURCE/NORMALIZED_GLYPHS_RGBA/P.png,27E425C7930254D90B2AC7B67134AC95A171C9C4CC82E9C2BA14F0F730501F03,Founder Michael Leese / Inceptivec supplied project estate,"Founder selection, direction, supply and admission for Galactic Gunners project baseline.",NONE DECLARED IN SUPPLIED BASELINE,Founder project authority; commercial-use clearance classified for active production assets by this baseline.,assets/source_evidence/fonts/display_v1.3/source_package/OWNERSHIP_DECLARATION.md,REFERENCE_ONLY,No byte transformation performed during canonical placement; path/filename normalization only where recorded.
GG-EVIDENCE-SOURCE-EVIDENCE-FONTS-DISPLAY-V1-3-SOURCE-PACKAGE-SOURCE-NORMALIZED-GLYPHS-RGBA-Q,FOUNDER_SUPPLIED_SOURCE_REFERENCE,Complete display font v1.3 source/provenance/previews.,GalacticGunners.zip,GalacticGunners/assets/fonts/GalacticGunnersDisplay_v1.3_PRODUCTION_COMPLETE/GalacticGunnersDisplay_v1.3_PRODUCTION/SOURCE/NORMALIZED_GLYPHS_RGBA/Q.png,F86522C6B2B3B3FC88B521B578741FAC83CDA0610A3BC8EB57E28596BF98C7AF,Founder Michael Leese / Inceptivec supplied project estate,"Founder selection, direction, supply and admission for Galactic Gunners project baseline.",NONE DECLARED IN SUPPLIED BASELINE,Founder project authority; commercial-use clearance classified for active production assets by this baseline.,assets/source_evidence/fonts/display_v1.3/source_package/OWNERSHIP_DECLARATION.md,REFERENCE_ONLY,No byte transformation performed during canonical placement; path/filename normalization only where recorded.
GG-EVIDENCE-SOURCE-EVIDENCE-FONTS-DISPLAY-V1-3-SOURCE-PACKAGE-SOURCE-NORMALIZED-GLYPHS-RGBA-R,FOUNDER_SUPPLIED_SOURCE_REFERENCE,Complete display font v1.3 source/provenance/previews.,GalacticGunners.zip,GalacticGunners/assets/fonts/GalacticGunnersDisplay_v1.3_PRODUCTION_COMPLETE/GalacticGunnersDisplay_v1.3_PRODUCTION/SOURCE/NORMALIZED_GLYPHS_RGBA/R.png,CE593AD5FEAE8FB2315240CD368160C1FF46CD451DD81D65309245A9B3473503,Founder Michael Leese / Inceptivec supplied project estate,"Founder selection, direction, supply and admission for Galactic Gunners project baseline.",NONE DECLARED IN SUPPLIED BASELINE,Founder project authority; commercial-use clearance classified for active production assets by this baseline.,assets/source_evidence/fonts/display_v1.3/source_package/OWNERSHIP_DECLARATION.md,REFERENCE_ONLY,No byte transformation performed during canonical placement; path/filename normalization only where recorded.
GG-EVIDENCE-SOURCE-EVIDENCE-FONTS-DISPLAY-V1-3-SOURCE-PACKAGE-SOURCE-NORMALIZED-GLYPHS-RGBA-S,FOUNDER_SUPPLIED_SOURCE_REFERENCE,Complete display font v1.3 source/provenance/previews.,GalacticGunners.zip,GalacticGunners/assets/fonts/GalacticGunnersDisplay_v1.3_PRODUCTION_COMPLETE/GalacticGunnersDisplay_v1.3_PRODUCTION/SOURCE/NORMALIZED_GLYPHS_RGBA/S.png,304654E05BD5CF8F52701DCD84C31C00A6325802C6B7ACEF76B87968363C9779,Founder Michael Leese / Inceptivec supplied project estate,"Founder selection, direction, supply and admission for Galactic Gunners project baseline.",NONE DECLARED IN SUPPLIED BASELINE,Founder project authority; commercial-use clearance classified for active production assets by this baseline.,assets/source_evidence/fonts/display_v1.3/source_package/OWNERSHIP_DECLARATION.md,REFERENCE_ONLY,No byte transformation performed during canonical placement; path/filename normalization only where recorded.
GG-EVIDENCE-SOURCE-EVIDENCE-FONTS-DISPLAY-V1-3-SOURCE-PACKAGE-SOURCE-NORMALIZED-GLYPHS-RGBA-T,FOUNDER_SUPPLIED_SOURCE_REFERENCE,Complete display font v1.3 source/provenance/previews.,GalacticGunners.zip,GalacticGunners/assets/fonts/GalacticGunnersDisplay_v1.3_PRODUCTION_COMPLETE/GalacticGunnersDisplay_v1.3_PRODUCTION/SOURCE/NORMALIZED_GLYPHS_RGBA/T.png,8EF4379977BB3F536E7E710332DCF8CF9041A49076AB6F904F05BEB62791E72F,Founder Michael Leese / Inceptivec supplied project estate,"Founder selection, direction, supply and admission for Galactic Gunners project baseline.",NONE DECLARED IN SUPPLIED BASELINE,Founder project authority; commercial-use clearance classified for active production assets by this baseline.,assets/source_evidence/fonts/display_v1.3/source_package/OWNERSHIP_DECLARATION.md,REFERENCE_ONLY,No byte transformation performed during canonical placement; path/filename normalization only where recorded.
GG-EVIDENCE-SOURCE-EVIDENCE-FONTS-DISPLAY-V1-3-SOURCE-PACKAGE-SOURCE-NORMALIZED-GLYPHS-RGBA-U,FOUNDER_SUPPLIED_SOURCE_REFERENCE,Complete display font v1.3 source/provenance/previews.,GalacticGunners.zip,GalacticGunners/assets/fonts/GalacticGunnersDisplay_v1.3_PRODUCTION_COMPLETE/GalacticGunnersDisplay_v1.3_PRODUCTION/SOURCE/NORMALIZED_GLYPHS_RGBA/U.png,700EAD71CB5B748D73D616A40E2F88B93E41F8E76E2767B8EBF31A076359D6E8,Founder Michael Leese / Inceptivec supplied project estate,"Founder selection, direction, supply and admission for Galactic Gunners project baseline.",NONE DECLARED IN SUPPLIED BASELINE,Founder project authority; commercial-use clearance classified for active production assets by this baseline.,assets/source_evidence/fonts/display_v1.3/source_package/OWNERSHIP_DECLARATION.md,REFERENCE_ONLY,No byte transformation performed during canonical placement; path/filename normalization only where recorded.
GG-EVIDENCE-SOURCE-EVIDENCE-FONTS-DISPLAY-V1-3-SOURCE-PACKAGE-SOURCE-NORMALIZED-GLYPHS-RGBA-V,FOUNDER_SUPPLIED_SOURCE_REFERENCE,Complete display font v1.3 source/provenance/previews.,GalacticGunners.zip,GalacticGunners/assets/fonts/GalacticGunnersDisplay_v1.3_PRODUCTION_COMPLETE/GalacticGunnersDisplay_v1.3_PRODUCTION/SOURCE/NORMALIZED_GLYPHS_RGBA/V.png,1B933A0E29073D6A6CD39E83E858CE0F605C99E3DD6B5A0351A95F4AD5712993,Founder Michael Leese / Inceptivec supplied project estate,"Founder selection, direction, supply and admission for Galactic Gunners project baseline.",NONE DECLARED IN SUPPLIED BASELINE,Founder project authority; commercial-use clearance classified for active production assets by this baseline.,assets/source_evidence/fonts/display_v1.3/source_package/OWNERSHIP_DECLARATION.md,REFERENCE_ONLY,No byte transformation performed during canonical placement; path/filename normalization only where recorded.
GG-EVIDENCE-SOURCE-EVIDENCE-FONTS-DISPLAY-V1-3-SOURCE-PACKAGE-SOURCE-NORMALIZED-GLYPHS-RGBA-W,FOUNDER_SUPPLIED_SOURCE_REFERENCE,Complete display font v1.3 source/provenance/previews.,GalacticGunners.zip,GalacticGunners/assets/fonts/GalacticGunnersDisplay_v1.3_PRODUCTION_COMPLETE/GalacticGunnersDisplay_v1.3_PRODUCTION/SOURCE/NORMALIZED_GLYPHS_RGBA/W.png,8BFB99766B794982AF0315F91787359D4578E539ABB2726CF91F1B6E7E3C0B39,Founder Michael Leese / Inceptivec supplied project estate,"Founder selection, direction, supply and admission for Galactic Gunners project baseline.",NONE DECLARED IN SUPPLIED BASELINE,Founder project authority; commercial-use clearance classified for active production assets by this baseline.,assets/source_evidence/fonts/display_v1.3/source_package/OWNERSHIP_DECLARATION.md,REFERENCE_ONLY,No byte transformation performed during canonical placement; path/filename normalization only where recorded.
GG-EVIDENCE-SOURCE-EVIDENCE-FONTS-DISPLAY-V1-3-SOURCE-PACKAGE-SOURCE-NORMALIZED-GLYPHS-RGBA-X,FOUNDER_SUPPLIED_SOURCE_REFERENCE,Complete display font v1.3 source/provenance/previews.,GalacticGunners.zip,GalacticGunners/assets/fonts/GalacticGunnersDisplay_v1.3_PRODUCTION_COMPLETE/GalacticGunnersDisplay_v1.3_PRODUCTION/SOURCE/NORMALIZED_GLYPHS_RGBA/X.png,B7CC5190AA7461CB805DF9C1C1366F71CAAD1DEEE5011816393F6446B9B72DF5,Founder Michael Leese / Inceptivec supplied project estate,"Founder selection, direction, supply and admission for Galactic Gunners project baseline.",NONE DECLARED IN SUPPLIED BASELINE,Founder project authority; commercial-use clearance classified for active production assets by this baseline.,assets/source_evidence/fonts/display_v1.3/source_package/OWNERSHIP_DECLARATION.md,REFERENCE_ONLY,No byte transformation performed during canonical placement; path/filename normalization only where recorded.
GG-EVIDENCE-SOURCE-EVIDENCE-FONTS-DISPLAY-V1-3-SOURCE-PACKAGE-SOURCE-NORMALIZED-GLYPHS-RGBA-Y,FOUNDER_SUPPLIED_SOURCE_REFERENCE,Complete display font v1.3 source/provenance/previews.,GalacticGunners.zip,GalacticGunners/assets/fonts/GalacticGunnersDisplay_v1.3_PRODUCTION_COMPLETE/GalacticGunnersDisplay_v1.3_PRODUCTION/SOURCE/NORMALIZED_GLYPHS_RGBA/Y.png,485F79CD52846D9F05E25114EE4D7E95F78AF9343A98F8CC24BFA9E59FB6283A,Founder Michael Leese / Inceptivec supplied project estate,"Founder selection, direction, supply and admission for Galactic Gunners project baseline.",NONE DECLARED IN SUPPLIED BASELINE,Founder project authority; commercial-use clearance classified for active production assets by this baseline.,assets/source_evidence/fonts/display_v1.3/source_package/OWNERSHIP_DECLARATION.md,REFERENCE_ONLY,No byte transformation performed during canonical placement; path/filename normalization only where recorded.
GG-EVIDENCE-SOURCE-EVIDENCE-FONTS-DISPLAY-V1-3-SOURCE-PACKAGE-SOURCE-NORMALIZED-GLYPHS-RGBA-Z,FOUNDER_SUPPLIED_SOURCE_REFERENCE,Complete display font v1.3 source/provenance/previews.,GalacticGunners.zip,GalacticGunners/assets/fonts/GalacticGunnersDisplay_v1.3_PRODUCTION_COMPLETE/GalacticGunnersDisplay_v1.3_PRODUCTION/SOURCE/NORMALIZED_GLYPHS_RGBA/Z.png,F0D30B458D81B9B4A158A9722EF6E29F76D3DCCB65FF3174C17BE77F50EC3ED9,Founder Michael Leese / Inceptivec supplied project estate,"Founder selection, direction, supply and admission for Galactic Gunners project baseline.",NONE DECLARED IN SUPPLIED BASELINE,Founder project authority; commercial-use clearance classified for active production assets by this baseline.,assets/source_evidence/fonts/display_v1.3/source_package/OWNERSHIP_DECLARATION.md,REFERENCE_ONLY,No byte transformation performed during canonical placement; path/filename normalization only where recorded.
